3.542485	1.977398
3.018896	2.556416
7.551510	-1.580030
2.114999	-0.004466
8.127113	1.274372
7.108772	-0.986906
8.610639	2.046708
2.326297	0.265213
3.634009	1.730537
0.341367	-0.894998
3.125951	0.293251
2.123252	-0.783563
0.887835	-2.797792
7.139979	-2.329896
1.696414	-1.212496
8.117032	0.623493
8.497162	-0.266649
4.658191	3.507396
8.197181	1.545132
1.208047	0.213100
1.928486	-0.321870
2.175808	-0.014527
7.886608	0.461755
3.223038	-0.552392
3.628502	2.190585
7.407860	-0.121961
7.286357	0.251077
2.301095	-0.533988
-0.232542	-0.547690
3.457096	-0.082216
3.023938	-0.057392
8.015003	0.885325
8.991748	0.923154
7.916831	-1.781735
7.616862	-0.217958	
2.450939	0.744967	
7.270337	-2.507834	
1.749721	-0.961902	
1.803111	-0.176349
8.804461	3.044301
1.231257	-0.568573
2.074915	1.410550
-0.743036	-1.736103
3.536555	3.964960
8.410143	0.025606
7.382988	-0.478764
6.960661	-0.245353
8.234460	0.701868
8.168618	-0.903835
1.534187	-0.622492
9.229518	2.066088
7.886242	0.191813
2.893743	-1.643468
1.870457	-1.040420
5.286862	-2.358286
6.080573	0.418886
2.544314	1.714165
6.016004	-3.753712
0.926310	-0.564359
0.870296	-0.109952
2.369345	1.375695
1.363782	-0.254082
7.279460	-0.189572
1.896005	0.515080
8.102154	-0.603875
2.529893	0.662657
1.963874	-0.365233
8.132048	0.785914
8.245938	0.372366
6.543888	0.433164
-0.236713	-5.766721
8.112593	0.295839
9.803425	1.495167
1.497407	-0.552916
1.336267	-1.632889
9.205805	-0.586480
1.966279	-1.840439
8.398012	1.584918
7.239953	-1.764292
7.556201	0.241185
9.015509	0.345019
8.266085	-0.230977
8.545620	2.788799
9.295969	1.346332
2.404234	0.570278
2.037772	0.021919
1.727631	-0.453143
1.979395	-0.050773
8.092288	-1.372433
1.667645	0.239204
9.854303	1.365116
7.921057	-1.327587
8.500757	1.492372
1.339746	-0.291183
3.107511	0.758367
2.609525	0.902979
3.263585	1.367898
2.912122	-0.202359
1.731786	0.589096
2.387003	1.573131
